invoice_details_id,gross_margin_percentage,gross_income,cogs,unit_price,tax_5%,rating,invoice_id,product_line
644,4.761904762,3.0125,60.25,12.05,3.0125,5.5,273-84-2164,Electronic accessories
645,4.761904762,8.712,174.24,19.36,8.712,8.7,706-36-6154,Home and lifestyle
646,4.761904762,21.063,421.26,70.21,21.063,7.4,778-89-7974,Health and beauty
647,4.761904762,1.6815,33.63,33.63,1.6815,5.6,574-31-8277,Fashion accessories
648,4.761904762,1.549,30.98,15.49,1.549,6.3,859-71-0933,Sports and travel
649,4.761904762,12.37,247.4,24.74,12.37,7.1,740-11-5257,Electronic accessories
650,4.761904762,18.915,378.3,75.66,18.915,7.8,369-82-2676,Electronic accessories
651,4.761904762,16.743,334.86,55.81,16.743,9.9,563-47-4072,Health and beauty
652,4.761904762,36.39,727.8,72.78,36.39,7.3,742-04-5161,Home and lifestyle
653,4.761904762,16.794,335.88,37.32,16.794,5.1,149-15-7606,Sports and travel
654,4.761904762,12.036,240.72,60.18,12.036,9.4,133-77-3154,Fashion accessories
655,4.761904762,2.3535,47.07,15.69,2.3535,5.8,169-52-4504,Electronic accessories
656,4.761904762,4.9845,99.69,99.69,4.9845,8.0,250-81-7186,Electronic accessories
657,4.761904762,13.2225,264.45,88.15,13.2225,7.9,562-12-5430,Fashion accessories
658,4.761904762,6.9825,139.65,27.93,6.9825,5.9,816-72-8853,Sports and travel
659,4.761904762,2.7725,55.45,55.45,2.7725,4.9,491-38-3499,Fashion accessories
660,4.761904762,6.4455,128.91,42.97,6.4455,9.3,322-02-2271,Sports and travel
661,4.761904762,5.999,119.98,17.14,5.999,7.9,842-29-4695,Sports and travel
662,4.761904762,17.625,352.5,58.75,17.625,5.9,725-67-2480,Fashion accessories
663,4.761904762,43.55,871.0,87.1,43.55,9.9,641-51-2661,Food and beverages
664,4.761904762,9.88,197.6,98.8,9.88,7.7,714-02-3114,Sports and travel
665,4.761904762,9.726,194.52,48.63,9.726,7.6,518-17-2983,Fashion accessories
666,4.761904762,8.661,173.22,57.74,8.661,7.7,779-42-2410,Food and beverages
667,4.761904762,3.594,71.88,17.97,3.594,6.4,190-14-3147,Health and beauty
668,4.761904762,14.313,286.26,47.71,14.313,4.4,408-66-6712,Health and beauty
669,4.761904762,4.062,81.24,40.62,4.062,4.1,679-22-6530,Sports and travel
670,4.761904762,28.02,560.4,56.04,28.02,4.4,588-47-8641,Fashion accessories
671,4.761904762,9.34,186.8,93.4,9.34,5.5,642-61-4706,Food and beverages
672,4.761904762,11.0115,220.23,73.41,11.0115,4.0,576-31-4774,Health and beauty
673,4.761904762,13.456,269.12,33.64,13.456,9.3,556-41-6224,Health and beauty
674,4.761904762,22.74,454.8,45.48,22.74,4.8,811-03-8790,Electronic accessories
675,4.761904762,8.377,167.54,83.77,8.377,4.6,242-11-3142,Fashion accessories
676,4.761904762,22.428,448.56,64.08,22.428,7.3,752-23-3760,Sports and travel
677,4.761904762,14.694,293.88,73.47,14.694,6.0,274-05-5470,Food and beverages
678,4.761904762,29.475,589.5,58.95,29.475,8.1,648-94-3045,Health and beauty
679,4.761904762,14.55,291.0,48.5,14.55,9.4,130-67-4723,Food and beverages
680,4.761904762,1.974,39.48,39.48,1.974,6.5,528-87-5606,Electronic accessories
681,4.761904762,1.7405,34.81,34.81,1.7405,7.0,320-85-2052,Sports and travel
682,4.761904762,14.796,295.92,49.32,14.796,7.1,370-96-0655,Fashion accessories
683,4.761904762,2.148,42.96,21.48,2.148,6.6,105-10-6182,Fashion accessories
684,4.761904762,6.924,138.48,23.08,6.924,4.9,510-79-0415,Sports and travel
685,4.761904762,4.91,98.2,49.1,4.91,6.4,241-96-5076,Home and lifestyle
686,4.761904762,6.483,129.66,64.83,6.483,8.0,767-97-4650,Sports and travel
687,4.761904762,31.78,635.6,63.56,31.78,4.3,648-83-1321,Home and lifestyle
688,4.761904762,7.288,145.76,72.88,7.288,6.1,173-57-2300,Sports and travel
689,4.761904762,10.065,201.3,67.1,10.065,7.5,305-03-2383,Food and beverages
690,4.761904762,31.5855,631.71,70.19,31.5855,6.7,394-55-6384,Sports and travel
691,4.761904762,19.264,385.28,55.04,19.264,5.2,266-20-6657,Food and beverages
692,4.761904762,24.315,486.3,48.63,24.315,8.8,689-05-1884,Health and beauty
693,4.761904762,25.683,513.66,73.38,25.683,9.5,196-01-2849,Fashion accessories
694,4.761904762,23.67,473.4,52.6,23.67,7.6,372-62-5264,Food and beverages
695,4.761904762,21.8425,436.85,87.37,21.8425,6.6,800-09-8606,Home and lifestyle
696,4.761904762,5.408,108.16,27.04,5.408,6.9,182-52-7000,Sports and travel
697,4.761904762,12.438,248.76,62.19,12.438,4.3,826-58-8051,Home and lifestyle
698,4.761904762,31.311,626.22,69.58,31.311,7.8,868-06-0466,Electronic accessories
699,4.761904762,48.75,975.0,97.5,48.75,8.0,751-41-9720,Home and lifestyle
700,4.761904762,24.164,483.28,60.41,24.164,9.6,626-43-7888,Fashion accessories
701,4.761904762,4.848,96.96,32.32,4.848,4.3,176-64-7711,Food and beverages
702,4.761904762,9.885,197.7,19.77,9.885,5.0,191-29-0321,Fashion accessories
703,4.761904762,36.2115,724.23,80.47,36.2115,9.2,729-06-2010,Health and beauty
704,4.761904762,39.7755,795.51,88.39,39.7755,6.3,640-48-5028,Home and lifestyle
705,4.761904762,25.1195,502.39,71.77,25.1195,8.9,186-79-9562,Health and beauty
706,4.761904762,8.6,172.0,43.0,8.6,7.6,834-45-5519,Electronic accessories
707,4.761904762,3.449,68.98,68.98,3.449,4.8,162-65-8559,Food and beverages
708,4.761904762,6.248,124.96,15.62,6.248,9.1,760-27-5490,Fashion accessories
709,4.761904762,3.855,77.1,25.7,3.855,6.1,445-30-9252,Sports and travel
710,4.761904762,24.186,483.72,80.62,24.186,9.1,786-94-2700,Food and beverages
711,4.761904762,15.106,302.12,75.53,15.106,8.3,728-88-7867,Home and lifestyle
712,4.761904762,34.9335,698.67,77.63,34.9335,7.2,183-21-3799,Electronic accessories
713,4.761904762,6.2325,124.65,13.85,6.2325,6.0,268-20-3585,Health and beauty
714,4.761904762,39.48,789.6,98.7,39.48,8.5,735-32-9839,Fashion accessories
715,4.761904762,8.92,178.4,35.68,8.92,6.6,258-92-7466,Health and beauty
716,4.761904762,25.011,500.22,71.46,25.011,4.5,857-16-3520,Fashion accessories
717,4.761904762,1.791,35.82,11.94,1.791,8.1,482-17-1179,Electronic accessories
718,4.761904762,6.807,136.14,45.38,6.807,7.2,788-21-5741,Fashion accessories
719,4.761904762,5.244,104.88,17.48,5.244,6.1,821-14-9046,Fashion accessories
720,4.761904762,8.946,178.92,25.56,8.946,7.1,418-05-0656,Fashion accessories
721,4.761904762,40.7835,815.67,90.63,40.7835,5.1,678-79-0726,Sports and travel
722,4.761904762,6.618,132.36,44.12,6.618,7.9,776-68-1096,Home and lifestyle
723,4.761904762,12.8695,257.39,36.77,12.8695,7.4,592-46-1692,Food and beverages
724,4.761904762,4.668,93.36,23.34,4.668,7.4,434-35-9162,Food and beverages
725,4.761904762,11.4,228.0,28.5,11.4,6.6,149-14-0304,Health and beauty
726,4.761904762,8.3355,166.71,55.57,8.3355,5.9,442-44-6497,Home and lifestyle
727,4.761904762,34.87,697.4,69.74,34.87,8.9,174-64-0215,Sports and travel
728,4.761904762,19.452,389.04,97.26,19.452,6.8,210-74-9613,Fashion accessories
729,4.761904762,18.263,365.26,52.18,18.263,9.3,299-29-0180,Home and lifestyle
730,4.761904762,4.464,89.28,22.32,4.464,4.4,247-11-2470,Fashion accessories
731,4.761904762,8.4,168.0,56.0,8.4,4.8,635-28-5728,Health and beauty
732,4.761904762,0.985,19.7,19.7,0.985,9.5,756-49-0168,Fashion accessories
733,4.761904762,26.558,531.16,75.88,26.558,8.9,438-23-1242,Electronic accessories
734,4.761904762,2.686,53.72,53.72,2.686,6.4,238-45-6950,Food and beverages
735,4.761904762,40.975,819.5,81.95,40.975,6.0,607-65-2441,Health and beauty
736,4.761904762,28.42,568.4,81.2,28.42,8.1,386-27-7606,Home and lifestyle
737,4.761904762,29.38,587.6,58.76,29.38,9.0,137-63-5492,Electronic accessories
738,4.761904762,36.624,732.48,91.56,36.624,6.0,197-77-7132,Electronic accessories
739,4.761904762,42.282,845.64,93.96,42.282,9.8,805-86-0265,Home and lifestyle
740,4.761904762,19.4635,389.27,55.61,19.4635,8.5,733-29-1227,Home and lifestyle
741,4.761904762,4.2415,84.83,84.83,4.2415,8.8,451-73-2711,Food and beverages
742,4.761904762,7.163,143.26,71.63,7.163,8.8,373-14-0504,Sports and travel
743,4.761904762,3.769,75.38,37.69,3.769,9.5,546-80-2899,Home and lifestyle
744,4.761904762,12.668,253.36,31.67,12.668,5.6,345-68-9016,Sports and travel
745,4.761904762,1.921,38.42,38.42,1.921,8.6,390-17-5806,Food and beverages
746,4.761904762,32.615,652.3,65.23,32.615,5.2,457-13-1708,Fashion accessories
747,4.761904762,2.6325,52.65,10.53,2.6325,5.8,664-14-2882,Home and lifestyle
748,4.761904762,5.5305,110.61,12.29,5.5305,8.0,487-79-6868,Home and lifestyle
749,4.761904762,28.4305,568.61,81.23,28.4305,9.0,314-23-4520,Health and beauty
750,4.761904762,4.464,89.28,22.32,4.464,4.1,210-30-7976,Fashion accessories
751,4.761904762,6.82,136.4,27.28,6.82,8.6,585-86-8361,Food and beverages
752,4.761904762,8.71,174.2,17.42,8.71,7.0,807-14-7833,Electronic accessories
753,4.761904762,18.32,366.4,73.28,18.32,8.4,775-72-1988,Home and lifestyle
754,4.761904762,12.7305,254.61,84.87,12.7305,7.4,288-38-3758,Fashion accessories
755,4.761904762,38.916,778.32,97.29,38.916,6.2,652-43-6591,Fashion accessories
756,4.761904762,14.296,285.92,35.74,14.296,4.9,785-96-0615,Electronic accessories
757,4.761904762,28.956,579.12,96.52,28.956,4.5,406-46-7107,Home and lifestyle
758,4.761904762,9.425,188.5,18.85,9.425,5.6,250-17-5703,Food and beverages
759,4.761904762,11.078,221.56,55.39,11.078,8.0,156-95-3964,Food and beverages
760,4.761904762,38.6,772.0,77.2,38.6,5.6,842-40-8179,Food and beverages
761,4.761904762,36.065,721.3,72.13,36.065,4.2,525-09-8450,Electronic accessories
762,4.761904762,25.552,511.04,63.88,25.552,9.9,410-67-1709,Fashion accessories
763,4.761904762,2.6725,53.45,10.69,2.6725,7.6,587-73-4862,Health and beauty
764,4.761904762,11.1,222.0,55.5,11.1,6.6,787-87-2010,Health and beauty
765,4.761904762,38.184,763.68,95.46,38.184,4.7,593-14-4239,Home and lifestyle
766,4.761904762,11.409,228.18,76.06,11.409,9.8,801-88-0346,Fashion accessories
767,4.761904762,4.107,82.14,13.69,4.107,6.3,388-76-2555,Sports and travel
768,4.761904762,19.128,382.56,95.64,19.128,7.9,711-31-1234,Electronic accessories
769,4.761904762,3.429,68.58,11.43,3.429,7.7,886-54-6089,Home and lifestyle
770,4.761904762,19.108,382.16,95.54,19.108,4.5,707-32-7409,Sports and travel
771,4.761904762,30.0545,601.09,85.87,30.0545,8.0,759-98-4285,Health and beauty
772,4.761904762,23.7965,475.93,67.99,23.7965,5.7,201-63-8275,Sports and travel
773,4.761904762,2.621,52.42,52.42,2.621,6.3,471-06-8611,Food and beverages
774,4.761904762,6.565,131.3,65.65,6.565,6.0,200-16-5952,Food and beverages
775,4.761904762,7.215,144.3,28.86,7.215,8.0,120-54-2248,Food and beverages
776,4.761904762,22.8585,457.17,65.31,22.8585,4.2,102-77-2261,Health and beauty
777,4.761904762,4.669,93.38,93.38,4.669,9.6,875-31-8302,Sports and travel
778,4.761904762,6.3125,126.25,25.25,6.3125,6.1,102-06-2002,Sports and travel
779,4.761904762,39.5415,790.83,87.87,39.5415,5.6,457-94-0464,Electronic accessories
780,4.761904762,8.72,174.4,21.8,8.72,8.3,629-42-4133,Health and beauty
781,4.761904762,18.952,379.04,94.76,18.952,7.8,534-53-3526,Sports and travel
782,4.761904762,1.531,30.62,30.62,1.531,4.1,307-04-2070,Fashion accessories
783,4.761904762,17.604,352.08,44.01,17.604,8.8,468-99-7231,Home and lifestyle
784,4.761904762,2.54,50.8,10.16,2.54,4.1,516-77-6464,Health and beauty
785,4.761904762,26.103,522.06,74.58,26.103,9.0,404-91-5964,Electronic accessories
786,4.761904762,28.756,575.12,71.89,28.756,5.5,886-77-9084,Electronic accessories
787,4.761904762,2.7475,54.95,10.99,2.7475,9.3,790-38-4466,Health and beauty
788,4.761904762,9.0705,181.41,60.47,9.0705,5.6,704-10-4056,Health and beauty
789,4.761904762,20.6185,412.37,58.91,20.6185,9.7,497-37-6538,Sports and travel
790,4.761904762,2.3205,46.41,46.41,2.3205,4.0,651-96-5970,Fashion accessories
791,4.761904762,13.71,274.2,68.55,13.71,9.2,400-80-4065,Health and beauty
792,4.761904762,48.685,973.7,97.37,48.685,4.9,744-16-7898,Home and lifestyle
793,4.761904762,32.41,648.2,92.6,32.41,9.3,263-12-5321,Electronic accessories
794,4.761904762,4.661,93.22,46.61,4.661,6.6,702-72-0487,Electronic accessories
795,4.761904762,2.718,54.36,27.18,2.718,4.3,605-83-1050,Fashion accessories
796,4.761904762,3.0435,60.87,60.87,3.0435,5.5,443-60-9639,Home and lifestyle
797,4.761904762,12.245,244.9,24.49,12.245,8.1,864-24-7918,Sports and travel
798,4.761904762,4.639,92.78,92.78,4.639,9.8,359-94-5395,Health and beauty
799,4.761904762,21.6725,433.45,86.69,21.6725,9.4,401-09-4232,Home and lifestyle
800,4.761904762,6.903,138.06,23.01,6.903,7.9,751-15-6198,Sports and travel
801,4.761904762,12.08,241.6,30.2,12.08,5.1,324-41-6833,Electronic accessories
802,4.761904762,23.5865,471.73,67.39,23.5865,6.9,474-33-8305,Fashion accessories
803,4.761904762,22.032,440.64,48.96,22.032,8.0,759-29-9521,Fashion accessories
804,4.761904762,34.0155,680.31,75.59,34.0155,8.0,831-81-6575,Electronic accessories
805,4.761904762,15.494,309.88,77.47,15.494,4.2,220-68-6701,Home and lifestyle
806,4.761904762,9.318,186.36,93.18,9.318,8.5,618-34-8551,Sports and travel
807,4.761904762,10.046,200.92,50.23,10.046,9.0,257-60-7754,Electronic accessories
808,4.761904762,0.8875,17.75,17.75,0.8875,8.6,559-61-5987,Health and beauty
809,4.761904762,31.09,621.8,62.18,31.09,6.0,189-55-2313,Fashion accessories
810,4.761904762,4.3,86.0,10.75,4.3,6.2,565-91-4567,Health and beauty
811,4.761904762,20.13,402.6,40.26,20.13,5.0,380-60-5336,Electronic accessories
812,4.761904762,16.2425,324.85,64.97,16.2425,6.5,815-04-6282,Sports and travel
813,4.761904762,4.7575,95.15,95.15,4.7575,6.0,674-56-6360,Electronic accessories
814,4.761904762,19.448,388.96,48.62,19.448,5.0,778-34-2523,Electronic accessories
815,4.761904762,21.284,425.68,53.21,21.284,5.0,499-27-7781,Food and beverages
816,4.761904762,15.904,318.08,45.44,15.904,9.2,477-59-2456,Fashion accessories
817,4.761904762,13.552,271.04,33.88,13.552,9.6,832-51-6761,Food and beverages
818,4.761904762,19.232,384.64,96.16,19.232,8.4,869-11-3082,Health and beauty
819,4.761904762,11.79,235.8,47.16,11.79,6.0,190-59-3964,Food and beverages
820,4.761904762,10.578,211.56,52.89,10.578,6.7,366-43-6862,Electronic accessories
821,4.761904762,4.768,95.36,47.68,4.768,4.1,186-43-8965,Home and lifestyle
822,4.761904762,0.5085,10.17,10.17,0.5085,5.9,784-21-9238,Sports and travel
823,4.761904762,10.3065,206.13,68.71,10.3065,8.7,276-75-6884,Health and beauty
824,4.761904762,21.028,420.56,60.08,21.028,4.5,109-86-4363,Sports and travel
825,4.761904762,4.402,88.04,22.01,4.402,6.6,569-76-2760,Sports and travel
826,4.761904762,32.4495,648.99,72.11,32.4495,7.7,222-42-0244,Health and beauty
827,4.761904762,6.192,123.84,41.28,6.192,8.5,760-53-9233,Fashion accessories
828,4.761904762,32.475,649.5,64.95,32.475,5.2,538-22-0304,Electronic accessories
829,4.761904762,37.11,742.2,74.22,37.11,4.3,416-17-9926,Electronic accessories
830,4.761904762,4.224,84.48,10.56,4.224,7.6,237-44-6163,Electronic accessories
831,4.761904762,12.514,250.28,62.57,12.514,9.5,636-17-0325,Health and beauty
832,4.761904762,4.74,94.8,11.85,4.74,4.1,343-75-9322,Sports and travel
833,4.761904762,4.565,91.3,91.3,4.565,9.2,528-14-9470,Health and beauty
834,4.761904762,14.2555,285.11,40.73,14.2555,5.4,427-45-9297,Home and lifestyle
835,4.761904762,2.619,52.38,52.38,2.619,5.8,807-34-3742,Fashion accessories
836,4.761904762,9.635,192.7,38.54,9.635,5.6,288-62-1085,Fashion accessories
837,4.761904762,13.389,267.78,44.63,13.389,5.1,670-71-7306,Sports and travel
838,4.761904762,27.935,558.7,55.87,27.935,5.8,660-29-7083,Electronic accessories
839,4.761904762,8.766,175.32,29.22,8.766,5.0,271-77-8740,Sports and travel
840,4.761904762,7.791,155.82,51.94,7.791,7.9,497-36-0989,Fashion accessories
841,4.761904762,3.015,60.3,60.3,3.015,6.0,291-59-1384,Electronic accessories
842,4.761904762,3.947,78.94,39.47,3.947,5.0,860-73-6466,Sports and travel
843,4.761904762,1.487,29.74,14.87,1.487,8.9,549-23-9016,Food and beverages
844,4.761904762,1.066,21.32,21.32,1.066,5.9,896-34-0956,Fashion accessories
845,4.761904762,14.067,281.34,93.78,14.067,5.9,804-38-3935,Electronic accessories
846,4.761904762,3.663,73.26,73.26,3.663,9.7,585-90-0249,Electronic accessories
847,4.761904762,1.119,22.38,22.38,1.119,8.6,862-29-5914,Sports and travel
848,4.761904762,32.796,655.92,72.88,32.796,4.0,845-94-6841,Food and beverages
849,4.761904762,29.73,594.6,99.1,29.73,4.2,125-45-2293,Fashion accessories
850,4.761904762,3.705,74.1,74.1,3.705,9.2,843-73-4724,Fashion accessories
851,4.761904762,9.848,196.96,98.48,9.848,9.2,409-33-9708,Fashion accessories
852,4.761904762,18.6165,372.33,53.19,18.6165,5.0,658-66-3967,Health and beauty
853,4.761904762,26.395,527.9,52.79,26.395,10.0,866-70-2814,Electronic accessories
854,4.761904762,23.9875,479.75,95.95,23.9875,8.8,160-22-2687,Health and beauty
855,4.761904762,16.4295,328.59,36.51,16.4295,4.2,895-03-6665,Fashion accessories
856,4.761904762,8.448,168.96,21.12,8.448,6.3,770-42-8960,Food and beverages
857,4.761904762,5.662,113.24,28.31,5.662,8.2,748-45-2862,Home and lifestyle
858,4.761904762,17.277,345.54,57.59,17.277,5.1,234-36-2483,Health and beauty
859,4.761904762,21.4335,428.67,47.63,21.4335,5.0,316-66-3011,Food and beverages
860,4.761904762,4.3135,86.27,86.27,4.3135,7.0,848-95-6252,Home and lifestyle
861,4.761904762,1.276,25.52,12.76,1.276,7.8,840-76-5966,Sports and travel
862,4.761904762,5.076,101.52,11.28,5.076,4.3,152-03-4217,Home and lifestyle
863,4.761904762,17.8745,357.49,51.07,17.8745,7.0,533-66-5566,Home and lifestyle
864,4.761904762,11.9385,238.77,79.59,11.9385,6.6,124-31-1458,Electronic accessories
865,4.761904762,5.0715,101.43,33.81,5.0715,7.3,176-78-1170,Health and beauty
866,4.761904762,36.212,724.24,90.53,36.212,6.5,361-59-0574,Sports and travel
867,4.761904762,6.282,125.64,62.82,6.282,4.9,101-81-4070,Health and beauty
868,4.761904762,3.6465,72.93,24.31,3.6465,4.3,631-34-1880,Food and beverages
869,4.761904762,12.918,258.36,64.59,12.918,9.3,852-82-2749,Sports and travel
870,4.761904762,8.687,173.74,24.82,8.687,7.1,873-14-6353,Food and beverages
871,4.761904762,2.825,56.5,56.5,2.825,9.6,584-66-4073,Fashion accessories
872,4.761904762,10.715,214.3,21.43,10.715,6.2,544-55-9589,Electronic accessories
873,4.761904762,26.718,534.36,89.06,26.718,9.9,166-19-2553,Sports and travel
874,4.761904762,4.658,93.16,23.29,4.658,5.9,737-88-5876,Home and lifestyle
875,4.761904762,26.104,522.08,65.26,26.104,6.3,154-87-7367,Home and lifestyle
876,4.761904762,2.6175,52.35,52.35,2.6175,4.0,885-56-0389,Fashion accessories
877,4.761904762,1.9875,39.75,39.75,1.9875,6.1,608-05-3804,Electronic accessories
878,4.761904762,36.008,720.16,90.02,36.008,4.5,448-61-3783,Electronic accessories
879,4.761904762,4.84,96.8,12.1,4.84,8.6,761-49-0439,Electronic accessories
880,4.761904762,16.605,332.1,33.21,16.605,6.0,490-95-0021,Food and beverages
881,4.761904762,4.072,81.44,10.18,4.072,9.5,115-38-7388,Fashion accessories
882,4.761904762,15.995,319.9,31.99,15.995,9.9,311-13-6971,Sports and travel
883,4.761904762,10.326,206.52,34.42,10.326,7.5,291-55-6563,Home and lifestyle
884,4.761904762,8.334,166.68,83.34,8.334,7.6,548-48-3156,Food and beverages
885,4.761904762,15.953,319.06,45.58,15.953,5.0,460-93-5834,Sports and travel
886,4.761904762,4.395,87.9,87.9,4.395,6.7,325-89-4209,Food and beverages
887,4.761904762,36.735,734.7,73.47,36.735,9.5,884-80-6021,Electronic accessories
888,4.761904762,4.876,97.52,12.19,4.876,6.8,137-74-8729,Fashion accessories
889,4.761904762,38.46,769.2,76.92,38.46,5.6,880-46-5796,Sports and travel
890,4.761904762,20.915,418.3,83.66,20.915,7.2,389-70-2397,Health and beauty
891,4.761904762,23.164,463.28,57.91,23.164,8.1,114-35-5271,Electronic accessories
892,4.761904762,23.1225,462.45,92.49,23.1225,8.6,607-76-6216,Fashion accessories
893,4.761904762,7.095,141.9,28.38,7.095,9.4,715-20-1673,Electronic accessories
894,4.761904762,15.135,302.7,50.45,15.135,8.9,811-35-1094,Electronic accessories
895,4.761904762,39.664,793.28,99.16,39.664,4.2,699-88-1972,Health and beauty
896,4.761904762,21.259,425.18,60.74,21.259,5.0,781-84-8059,Fashion accessories
897,4.761904762,14.181,283.62,47.27,14.181,8.8,409-49-6995,Food and beverages
898,4.761904762,29.96,599.2,85.6,29.96,5.3,725-54-0677,Health and beauty
899,4.761904762,15.768,315.36,35.04,15.768,4.6,146-09-5432,Food and beverages
900,4.761904762,20.178,403.56,44.84,20.178,7.5,377-79-7592,Electronic accessories
901,4.761904762,9.194,183.88,45.97,9.194,5.1,509-10-0516,Home and lifestyle
902,4.761904762,6.9325,138.65,27.73,6.9325,4.2,595-94-9924,Health and beauty
903,4.761904762,4.0355,80.71,11.53,4.0355,8.1,865-41-9075,Food and beverages
904,4.761904762,5.832,116.64,58.32,5.832,6.0,545-07-8534,Health and beauty
905,4.761904762,15.676,313.52,78.38,15.676,7.9,118-62-1812,Home and lifestyle
906,4.761904762,42.305,846.1,84.61,42.305,8.8,450-42-3339,Health and beauty
907,4.761904762,20.72,414.4,82.88,20.72,6.6,851-98-3555,Health and beauty
908,4.761904762,7.954,159.08,79.54,7.954,6.2,186-71-5196,Food and beverages
909,4.761904762,24.505,490.1,49.01,24.505,4.2,624-01-8356,Home and lifestyle
910,4.761904762,4.3725,87.45,29.15,4.3725,7.3,313-66-9943,Food and beverages
911,4.761904762,11.226,224.52,56.13,11.226,8.6,151-27-8496,Electronic accessories
912,4.761904762,37.248,744.96,93.12,37.248,6.8,453-33-6436,Home and lifestyle
913,4.761904762,20.536,410.72,51.34,20.536,7.6,522-57-8364,Fashion accessories
914,4.761904762,14.94,298.8,99.6,14.94,5.8,459-45-2396,Food and beverages
915,4.761904762,10.647,212.94,35.49,10.647,4.1,717-96-4189,Electronic accessories
916,4.761904762,2.1425,42.85,42.85,2.1425,9.3,722-13-2115,Sports and travel
917,4.761904762,18.934,378.68,94.67,18.934,6.8,749-81-8133,Fashion accessories
918,4.761904762,10.3455,206.91,68.97,10.3455,8.7,777-67-2495,Home and lifestyle
919,4.761904762,3.939,78.78,26.26,3.939,6.3,636-98-3364,Electronic accessories
920,4.761904762,16.1055,322.11,35.79,16.1055,5.1,246-55-6923,Home and lifestyle
921,4.761904762,4.911,98.22,16.37,4.911,7.0,181-82-6255,Home and lifestyle
922,4.761904762,1.273,25.46,12.73,1.273,5.2,838-02-1821,Home and lifestyle
923,4.761904762,29.099,581.98,83.14,29.099,6.6,887-42-0517,Sports and travel
924,4.761904762,10.566,211.32,35.22,10.566,6.5,457-12-0244,Sports and travel
925,4.761904762,2.756,55.12,13.78,2.756,9.0,226-34-0034,Electronic accessories
926,4.761904762,4.4155,88.31,88.31,4.4155,5.2,321-49-7382,Sports and travel
927,4.761904762,17.829,356.58,39.62,17.829,6.8,397-25-8725,Health and beauty
928,4.761904762,39.7125,794.25,88.25,39.7125,7.6,431-66-2305,Electronic accessories
929,4.761904762,2.531,50.62,25.31,2.531,7.2,825-94-5922,Sports and travel
930,4.761904762,29.976,599.52,99.92,29.976,7.1,641-62-7288,Home and lifestyle
931,4.761904762,8.335,166.7,83.35,8.335,9.5,756-93-1854,Fashion accessories
932,4.761904762,37.22,744.4,74.44,37.22,5.1,243-55-8457,Food and beverages
933,4.761904762,22.428,448.56,64.08,22.428,7.6,458-10-8612,Health and beauty
934,4.761904762,18.945,378.9,63.15,18.945,9.8,501-61-1753,Home and lifestyle
935,4.761904762,12.858,257.16,85.72,12.858,5.1,235-06-8510,Home and lifestyle
936,4.761904762,27.6115,552.23,78.89,27.6115,7.5,433-08-7822,Health and beauty
937,4.761904762,22.37,447.4,89.48,22.37,7.4,361-85-2571,Sports and travel
938,4.761904762,13.8135,276.27,92.09,13.8135,4.2,131-70-8179,Health and beauty
939,4.761904762,17.187,343.74,57.29,17.187,5.9,500-02-2261,Food and beverages
940,4.761904762,13.304,266.08,66.52,13.304,6.9,720-72-2436,Food and beverages
941,4.761904762,44.919,898.38,99.82,44.919,6.6,702-83-5291,Fashion accessories
942,4.761904762,22.84,456.8,45.68,22.84,5.7,809-69-9497,Home and lifestyle
943,4.761904762,12.6975,253.95,50.79,12.6975,5.3,449-16-6770,Health and beauty
944,4.761904762,3.528,70.56,10.08,3.528,4.2,333-23-2632,Health and beauty
945,4.761904762,32.858,657.16,93.88,32.858,7.3,489-82-1237,Electronic accessories
946,4.761904762,8.425,168.5,84.25,8.425,5.3,859-97-6048,Electronic accessories
947,4.761904762,2.689,53.78,53.78,2.689,4.7,676-10-2200,Fashion accessories
948,4.761904762,8.9525,179.05,35.81,8.9525,7.9,373-88-1424,Home and lifestyle
949,4.761904762,10.572,211.44,26.43,10.572,8.9,365-16-4334,Food and beverages
950,4.761904762,5.9865,119.73,39.91,5.9865,9.3,503-21-4385,Health and beauty
951,4.761904762,3.285,65.7,21.9,3.285,4.7,305-89-2768,Home and lifestyle
952,4.761904762,12.57,251.4,62.85,12.57,8.7,574-80-1489,Food and beverages
953,4.761904762,4.208,84.16,21.04,4.208,7.6,784-08-0310,Food and beverages
954,4.761904762,19.773,395.46,65.91,19.773,5.7,200-40-6154,Home and lifestyle
955,4.761904762,14.8995,297.99,42.57,14.8995,6.8,846-10-0341,Fashion accessories
956,4.761904762,22.7205,454.41,50.49,22.7205,5.4,577-34-7579,Food and beverages
957,4.761904762,13.806,276.12,46.02,13.806,7.1,430-02-3888,Electronic accessories
958,4.761904762,7.9,158.0,15.8,7.9,7.8,867-47-1948,Home and lifestyle
959,4.761904762,44.397,887.94,98.66,44.397,8.4,384-59-6655,Food and beverages
960,4.761904762,4.599,91.98,91.98,4.599,9.8,256-58-3609,Fashion accessories
961,4.761904762,2.089,41.78,20.89,2.089,9.8,324-92-3863,Electronic accessories
962,4.761904762,0.775,15.5,15.5,0.775,7.4,593-08-5916,Fashion accessories
963,4.761904762,14.523,290.46,96.82,14.523,6.7,364-34-2972,Electronic accessories
964,4.761904762,3.333,66.66,33.33,3.333,6.4,794-42-3736,Food and beverages
965,4.761904762,3.827,76.54,38.27,3.827,5.8,172-42-8274,Electronic accessories
966,4.761904762,14.985,299.7,33.3,14.985,7.2,558-60-5016,Home and lifestyle
