customer_id,invoice_id,date,time,quantity,total,payment,customer_type,product_line,branch_name,unit_price
575,339-96-8318,3/1/2019,19:49,7,597.6285,Ewallet,Member,Fashion accessories,B,81.31
576,458-61-0011,2/20/2019,18:43,4,253.26,Cash,Normal,Food and beverages,B,60.3
577,592-34-6155,1/14/2019,14:43,4,133.434,Ewallet,Normal,Food and beverages,C,31.77
578,797-88-0493,3/26/2019,13:54,4,269.934,Cash,Normal,Health and beauty,A,64.27
579,207-73-1363,3/1/2019,12:15,2,145.971,Ewallet,Normal,Health and beauty,B,69.51
580,390-31-6381,1/7/2019,12:37,3,85.743,Cash,Normal,Food and beverages,C,27.22
581,443-82-0585,2/1/2019,19:54,4,326.256,Cash,Member,Health and beauty,A,77.68
582,339-18-7061,2/13/2019,15:06,2,195.258,Credit card,Member,Fashion accessories,C,92.98
583,359-90-3665,1/14/2019,18:03,4,75.936,Credit card,Member,Fashion accessories,B,18.08
584,375-72-3056,1/19/2019,15:58,3,198.639,Ewallet,Normal,Sports and travel,B,63.06
585,127-47-6963,3/9/2019,13:53,4,217.182,Credit card,Normal,Health and beauty,A,51.71
586,278-86-2735,3/27/2019,14:03,3,164.871,Cash,Normal,Food and beverages,A,52.34
587,695-28-6250,2/4/2019,16:38,5,226.065,Ewallet,Normal,Sports and travel,A,43.06
588,379-17-6588,3/14/2019,11:07,10,625.905,Cash,Normal,Fashion accessories,C,59.61
589,227-50-3718,3/4/2019,12:23,5,76.755,Cash,Normal,Health and beauty,A,14.62
590,302-15-2162,3/3/2019,10:54,6,293.139,Credit card,Member,Health and beauty,C,46.53
591,788-07-8452,1/27/2019,17:38,7,178.164,Ewallet,Member,Home and lifestyle,C,24.24
592,560-49-6611,2/7/2019,14:13,1,47.859,Cash,Member,Sports and travel,A,45.58
593,880-35-0356,2/5/2019,11:51,3,236.88,Ewallet,Member,Sports and travel,A,75.2
594,585-11-6748,3/15/2019,13:05,3,304.92,Cash,Member,Sports and travel,B,96.8
595,470-31-3286,3/1/2019,11:30,3,46.683,Credit card,Normal,Health and beauty,B,14.82
596,152-68-2907,2/15/2019,13:30,3,164.43,Credit card,Normal,Food and beverages,A,52.2
597,123-35-4896,2/17/2019,19:11,9,440.937,Ewallet,Normal,Sports and travel,C,46.66
598,258-69-7810,1/26/2019,18:53,5,193.4625,Cash,Normal,Fashion accessories,C,36.85
599,334-64-2006,3/24/2019,14:22,2,147.672,Ewallet,Member,Home and lifestyle,A,70.32
600,219-61-4139,1/23/2019,17:16,1,87.234,Ewallet,Normal,Electronic accessories,C,83.08
601,881-41-7302,1/26/2019,10:06,1,68.2395,Credit card,Normal,Fashion accessories,C,64.99
602,373-09-4567,3/14/2019,20:35,10,814.38,Ewallet,Normal,Food and beverages,C,77.56
603,642-30-6693,3/17/2019,13:54,6,343.413,Ewallet,Normal,Sports and travel,B,54.51
604,484-22-8230,1/8/2019,20:08,7,381.3915,Cash,Member,Fashion accessories,C,51.89
605,830-58-2383,2/8/2019,15:26,4,133.35,Cash,Normal,Home and lifestyle,B,31.75
606,559-98-9873,2/10/2019,12:56,7,394.3275,Ewallet,Member,Fashion accessories,A,53.65
607,544-32-5024,3/28/2019,19:16,4,209.118,Credit card,Member,Food and beverages,C,49.79
608,318-12-0304,1/23/2019,12:20,1,32.1405,Ewallet,Normal,Fashion accessories,A,30.61
609,349-97-8902,1/17/2019,10:37,2,121.569,Ewallet,Member,Food and beverages,B,57.89
610,421-95-9805,2/7/2019,10:18,1,30.408,Credit card,Normal,Electronic accessories,A,28.96
611,277-35-5865,3/9/2019,11:23,9,935.2665,Cash,Member,Food and beverages,C,98.97
612,789-23-8625,1/24/2019,11:45,3,293.643,Cash,Member,Fashion accessories,B,93.22
613,284-54-4231,1/19/2019,16:08,1,84.9765,Credit card,Member,Sports and travel,C,80.93
614,443-59-0061,2/3/2019,11:25,10,708.225,Ewallet,Member,Food and beverages,A,67.45
615,509-29-3912,3/20/2019,12:24,9,365.904,Ewallet,Member,Sports and travel,A,38.72
616,327-40-9673,1/13/2019,19:51,6,457.38,Cash,Member,Sports and travel,B,72.6
617,840-19-2096,3/14/2019,18:10,5,461.5275,Ewallet,Member,Electronic accessories,C,87.91
618,828-46-6863,1/23/2019,11:22,6,620.739,Credit card,Member,Food and beverages,A,98.53
619,641-96-3695,2/7/2019,17:55,6,273.798,Ewallet,Member,Fashion accessories,C,43.46
620,420-97-3340,3/28/2019,15:30,3,225.792,Credit card,Normal,Food and beverages,A,71.68
621,436-54-4512,3/20/2019,19:44,1,96.1905,Cash,Member,Food and beverages,A,91.61
622,670-79-6321,1/17/2019,15:27,7,695.2365,Credit card,Member,Home and lifestyle,B,94.59
623,852-62-7105,1/12/2019,11:25,10,874.125,Credit card,Normal,Fashion accessories,B,83.25
624,598-06-7312,2/16/2019,15:42,1,95.9175,Cash,Member,Fashion accessories,B,91.35
625,135-13-8269,1/26/2019,16:04,2,165.648,Cash,Member,Food and beverages,B,78.88
626,816-57-2053,3/9/2019,12:37,2,127.827,Ewallet,Normal,Sports and travel,A,60.87
627,628-90-8624,3/14/2019,14:41,10,867.09,Cash,Member,Health and beauty,B,82.58
628,856-66-2701,1/25/2019,14:19,3,167.895,Ewallet,Member,Home and lifestyle,A,53.3
629,308-39-1707,1/26/2019,18:19,1,12.6945,Credit card,Normal,Fashion accessories,A,12.09
630,149-61-1929,1/19/2019,14:08,10,673.995,Credit card,Normal,Sports and travel,A,64.19
631,655-07-2265,3/5/2019,16:38,3,246.6765,Ewallet,Normal,Electronic accessories,A,78.31
632,589-02-8023,1/15/2019,10:54,2,175.917,Credit card,Member,Food and beverages,A,83.77
633,420-04-7590,3/18/2019,11:29,3,314.055,Ewallet,Normal,Home and lifestyle,B,99.7
634,182-88-2763,3/20/2019,19:28,3,251.7165,Credit card,Member,Food and beverages,B,79.91
635,188-55-0967,1/15/2019,15:01,10,697.935,Credit card,Member,Health and beauty,B,66.47
636,610-46-4100,3/3/2019,20:31,7,212.7825,Credit card,Normal,Health and beauty,A,28.95
637,318-81-2368,3/19/2019,12:16,1,48.51,Cash,Normal,Electronic accessories,C,46.2
638,364-33-8584,3/8/2019,15:27,5,92.5575,Cash,Member,Food and beverages,B,17.63
639,665-63-9737,2/27/2019,17:36,3,165.123,Ewallet,Normal,Fashion accessories,B,52.42
640,695-09-5146,2/23/2019,20:00,3,311.1885,Ewallet,Member,Food and beverages,B,98.79
641,155-45-3814,3/19/2019,15:29,8,743.82,Ewallet,Member,Electronic accessories,C,88.55
642,794-32-2436,3/27/2019,15:08,2,116.907,Ewallet,Member,Electronic accessories,B,55.67
643,131-15-8856,3/30/2019,19:26,8,609.168,Credit card,Member,Food and beverages,C,72.52
644,273-84-2164,2/16/2019,15:53,5,63.2625,Ewallet,Member,Electronic accessories,C,12.05
645,706-36-6154,1/18/2019,18:43,9,182.952,Ewallet,Member,Home and lifestyle,A,19.36
646,778-89-7974,3/30/2019,14:58,6,442.323,Cash,Normal,Health and beauty,C,70.21
647,574-31-8277,3/20/2019,19:55,1,35.3115,Cash,Member,Fashion accessories,B,33.63
648,859-71-0933,1/16/2019,15:10,2,32.529,Cash,Member,Sports and travel,C,15.49
649,740-11-5257,2/24/2019,16:44,10,259.77,Cash,Normal,Electronic accessories,C,24.74
650,369-82-2676,1/15/2019,18:22,5,397.215,Ewallet,Normal,Electronic accessories,B,75.66
651,563-47-4072,1/22/2019,11:52,6,351.603,Cash,Normal,Health and beauty,B,55.81
652,742-04-5161,2/3/2019,17:24,10,764.19,Cash,Member,Home and lifestyle,A,72.78
653,149-15-7606,3/6/2019,15:31,9,352.674,Ewallet,Member,Sports and travel,B,37.32
654,133-77-3154,2/16/2019,18:04,4,252.756,Credit card,Member,Fashion accessories,B,60.18
655,169-52-4504,3/14/2019,14:13,3,49.4235,Credit card,Normal,Electronic accessories,A,15.69
656,250-81-7186,2/27/2019,10:23,1,104.6745,Credit card,Normal,Electronic accessories,C,99.69
657,562-12-5430,1/18/2019,10:11,3,277.6725,Ewallet,Member,Fashion accessories,A,88.15
658,816-72-8853,1/29/2019,15:48,5,146.6325,Cash,Member,Sports and travel,A,27.93
659,491-38-3499,2/26/2019,17:46,1,58.2225,Credit card,Member,Fashion accessories,A,55.45
660,322-02-2271,2/3/2019,11:46,3,135.3555,Cash,Normal,Sports and travel,B,42.97
661,842-29-4695,1/16/2019,12:07,7,125.979,Credit card,Member,Sports and travel,C,17.14
662,725-67-2480,3/24/2019,18:14,6,370.125,Credit card,Member,Fashion accessories,B,58.75
663,641-51-2661,2/12/2019,14:45,10,914.55,Credit card,Member,Food and beverages,C,87.1
664,714-02-3114,2/21/2019,11:39,2,207.48,Cash,Normal,Sports and travel,C,98.8
665,518-17-2983,2/4/2019,15:44,4,204.246,Ewallet,Normal,Fashion accessories,A,48.63
666,779-42-2410,2/20/2019,13:06,3,181.881,Ewallet,Member,Food and beverages,B,57.74
667,190-14-3147,2/23/2019,20:43,4,75.474,Ewallet,Normal,Health and beauty,B,17.97
668,408-66-6712,2/16/2019,14:19,6,300.573,Ewallet,Member,Health and beauty,C,47.71
669,679-22-6530,1/17/2019,10:01,2,85.302,Credit card,Normal,Sports and travel,B,40.62
670,588-47-8641,1/14/2019,19:30,10,588.42,Ewallet,Member,Fashion accessories,A,56.04
671,642-61-4706,3/30/2019,16:34,2,196.14,Cash,Member,Food and beverages,B,93.4
672,576-31-4774,3/2/2019,13:10,3,231.2415,Ewallet,Normal,Health and beauty,B,73.41
673,556-41-6224,2/15/2019,17:10,8,282.576,Credit card,Normal,Health and beauty,C,33.64
674,811-03-8790,3/1/2019,10:22,10,477.54,Credit card,Normal,Electronic accessories,A,45.48
675,242-11-3142,2/24/2019,19:57,2,175.917,Cash,Member,Fashion accessories,B,83.77
676,752-23-3760,2/19/2019,19:29,7,470.988,Credit card,Member,Sports and travel,B,64.08
677,274-05-5470,2/23/2019,18:30,4,308.574,Cash,Member,Food and beverages,A,73.47
678,648-94-3045,2/7/2019,14:27,10,618.975,Ewallet,Normal,Health and beauty,C,58.95
679,130-67-4723,1/11/2019,13:57,6,305.55,Ewallet,Member,Food and beverages,A,48.5
680,528-87-5606,2/12/2019,19:43,1,41.454,Cash,Member,Electronic accessories,B,39.48
681,320-85-2052,1/14/2019,10:11,1,36.5505,Credit card,Normal,Sports and travel,B,34.81
682,370-96-0655,1/9/2019,13:46,6,310.716,Ewallet,Normal,Fashion accessories,C,49.32
683,105-10-6182,2/27/2019,12:22,2,45.108,Ewallet,Member,Fashion accessories,A,21.48
684,510-79-0415,1/24/2019,19:20,6,145.404,Ewallet,Member,Sports and travel,B,23.08
685,241-96-5076,1/8/2019,12:58,2,103.11,Credit card,Member,Home and lifestyle,B,49.1
686,767-97-4650,1/8/2019,11:59,2,136.143,Credit card,Member,Sports and travel,B,64.83
687,648-83-1321,1/16/2019,17:59,10,667.38,Cash,Member,Home and lifestyle,A,63.56
688,173-57-2300,3/13/2019,12:51,2,153.048,Cash,Member,Sports and travel,C,72.88
689,305-03-2383,2/15/2019,10:36,3,211.365,Cash,Normal,Food and beverages,A,67.1
690,394-55-6384,1/25/2019,13:38,9,663.2955,Cash,Member,Sports and travel,C,70.19
691,266-20-6657,3/12/2019,19:39,7,404.544,Ewallet,Member,Food and beverages,C,55.04
692,689-05-1884,3/4/2019,12:44,10,510.615,Cash,Member,Health and beauty,A,48.63
693,196-01-2849,2/10/2019,13:56,7,539.343,Cash,Member,Fashion accessories,C,73.38
694,372-62-5264,1/16/2019,14:42,9,497.07,Cash,Normal,Food and beverages,C,52.6
695,800-09-8606,1/29/2019,19:45,5,458.6925,Cash,Member,Home and lifestyle,A,87.37
696,182-52-7000,1/1/2019,20:26,4,113.568,Ewallet,Member,Sports and travel,A,27.04
697,826-58-8051,1/6/2019,19:46,4,261.198,Ewallet,Normal,Home and lifestyle,B,62.19
698,868-06-0466,2/19/2019,19:38,9,657.531,Credit card,Member,Electronic accessories,A,69.58
699,751-41-9720,1/12/2019,16:18,10,1023.75,Ewallet,Normal,Home and lifestyle,C,97.5
700,626-43-7888,2/7/2019,12:23,8,507.444,Ewallet,Normal,Fashion accessories,C,60.41
701,176-64-7711,3/27/2019,19:11,3,101.808,Credit card,Normal,Food and beverages,B,32.32
702,191-29-0321,2/27/2019,18:57,10,207.585,Credit card,Member,Fashion accessories,B,19.77
703,729-06-2010,1/6/2019,11:18,9,760.4415,Cash,Member,Health and beauty,B,80.47
704,640-48-5028,3/2/2019,12:40,9,835.2855,Cash,Member,Home and lifestyle,B,88.39
705,186-79-9562,3/29/2019,14:06,7,527.5095,Cash,Normal,Health and beauty,B,71.77
706,834-45-5519,1/31/2019,20:48,4,180.6,Ewallet,Normal,Electronic accessories,B,43.0
707,162-65-8559,1/21/2019,20:13,1,72.429,Cash,Member,Food and beverages,C,68.98
708,760-27-5490,1/20/2019,20:37,8,131.208,Ewallet,Normal,Fashion accessories,C,15.62
709,445-30-9252,1/17/2019,17:59,3,80.955,Ewallet,Normal,Sports and travel,A,25.7
710,786-94-2700,2/28/2019,20:18,6,507.906,Cash,Member,Food and beverages,A,80.62
711,728-88-7867,3/19/2019,15:52,4,317.226,Ewallet,Member,Home and lifestyle,C,75.53
712,183-21-3799,2/19/2019,15:14,9,733.6035,Ewallet,Normal,Electronic accessories,C,77.63
713,268-20-3585,2/4/2019,12:50,9,130.8825,Ewallet,Normal,Health and beauty,C,13.85
714,735-32-9839,1/31/2019,10:36,8,829.08,Ewallet,Member,Fashion accessories,C,98.7
715,258-92-7466,2/6/2019,18:33,5,187.32,Credit card,Normal,Health and beauty,A,35.68
716,857-16-3520,3/28/2019,16:06,7,525.231,Ewallet,Member,Fashion accessories,A,71.46
717,482-17-1179,1/19/2019,12:47,3,37.611,Credit card,Member,Electronic accessories,A,11.94
718,788-21-5741,2/17/2019,13:34,3,142.947,Credit card,Normal,Fashion accessories,A,45.38
719,821-14-9046,1/18/2019,15:04,6,110.124,Credit card,Member,Fashion accessories,B,17.48
720,418-05-0656,2/2/2019,20:42,7,187.866,Cash,Normal,Fashion accessories,B,25.56
721,678-79-0726,1/18/2019,15:28,9,856.4535,Cash,Member,Sports and travel,C,90.63
722,776-68-1096,3/18/2019,13:45,3,138.978,Credit card,Normal,Home and lifestyle,B,44.12
723,592-46-1692,1/11/2019,20:10,7,270.2595,Cash,Member,Food and beverages,C,36.77
724,434-35-9162,2/4/2019,18:53,4,98.028,Ewallet,Member,Food and beverages,B,23.34
725,149-14-0304,2/6/2019,14:24,8,239.4,Cash,Member,Health and beauty,C,28.5
726,442-44-6497,1/8/2019,11:42,3,175.0455,Credit card,Member,Home and lifestyle,C,55.57
727,174-64-0215,3/5/2019,17:49,10,732.27,Credit card,Normal,Sports and travel,B,69.74
728,210-74-9613,3/16/2019,15:33,4,408.492,Ewallet,Normal,Fashion accessories,C,97.26
729,299-29-0180,3/9/2019,10:54,7,383.523,Cash,Member,Home and lifestyle,B,52.18
730,247-11-2470,3/1/2019,16:23,4,93.744,Credit card,Member,Fashion accessories,A,22.32
731,635-28-5728,2/28/2019,19:33,3,176.4,Ewallet,Normal,Health and beauty,A,56.0
732,756-49-0168,2/8/2019,11:39,1,20.685,Ewallet,Member,Fashion accessories,A,19.7
733,438-23-1242,1/24/2019,10:38,7,557.718,Ewallet,Normal,Electronic accessories,B,75.88
734,238-45-6950,3/1/2019,20:03,1,56.406,Ewallet,Member,Food and beverages,B,53.72
735,607-65-2441,3/10/2019,12:39,10,860.475,Credit card,Member,Health and beauty,C,81.95
736,386-27-7606,3/23/2019,15:59,7,596.82,Credit card,Member,Home and lifestyle,C,81.2
737,137-63-5492,1/29/2019,14:26,10,616.98,Ewallet,Normal,Electronic accessories,C,58.76
738,197-77-7132,1/12/2019,18:22,8,769.104,Ewallet,Member,Electronic accessories,B,91.56
739,805-86-0265,3/20/2019,11:32,9,887.922,Cash,Normal,Home and lifestyle,A,93.96
740,733-29-1227,3/23/2019,12:41,7,408.7335,Cash,Normal,Home and lifestyle,C,55.61
741,451-73-2711,1/14/2019,15:20,1,89.0715,Ewallet,Normal,Food and beverages,C,84.83
742,373-14-0504,2/12/2019,14:33,2,150.423,Ewallet,Member,Sports and travel,A,71.63
743,546-80-2899,2/20/2019,15:29,2,79.149,Ewallet,Member,Home and lifestyle,A,37.69
744,345-68-9016,1/2/2019,16:19,8,266.028,Credit card,Member,Sports and travel,C,31.67
745,390-17-5806,2/2/2019,16:33,1,40.341,Cash,Member,Food and beverages,C,38.42
746,457-13-1708,1/8/2019,19:07,10,684.915,Credit card,Member,Fashion accessories,B,65.23
747,664-14-2882,1/30/2019,14:43,5,55.2825,Credit card,Member,Home and lifestyle,C,10.53
748,487-79-6868,3/26/2019,19:28,9,116.1405,Credit card,Member,Home and lifestyle,B,12.29
749,314-23-4520,1/15/2019,20:44,7,597.0405,Cash,Member,Health and beauty,C,81.23
750,210-30-7976,3/14/2019,11:16,4,93.744,Ewallet,Member,Fashion accessories,B,22.32
751,585-86-8361,2/3/2019,10:31,5,143.22,Credit card,Normal,Food and beverages,A,27.28
752,807-14-7833,2/22/2019,12:30,10,182.91,Ewallet,Member,Electronic accessories,A,17.42
753,775-72-1988,1/24/2019,15:05,5,384.72,Ewallet,Normal,Home and lifestyle,B,73.28
754,288-38-3758,1/25/2019,18:30,3,267.3405,Ewallet,Member,Fashion accessories,C,84.87
755,652-43-6591,3/9/2019,13:18,8,817.236,Credit card,Normal,Fashion accessories,A,97.29
756,785-96-0615,2/17/2019,15:28,8,300.216,Ewallet,Member,Electronic accessories,B,35.74
757,406-46-7107,1/11/2019,11:52,6,608.076,Cash,Normal,Home and lifestyle,A,96.52
758,250-17-5703,2/27/2019,18:24,10,197.925,Ewallet,Member,Food and beverages,A,18.85
759,156-95-3964,3/25/2019,15:19,4,232.638,Ewallet,Normal,Food and beverages,A,55.39
760,842-40-8179,2/11/2019,10:38,10,810.6,Credit card,Member,Food and beverages,B,77.2
761,525-09-8450,1/31/2019,15:12,10,757.365,Credit card,Normal,Electronic accessories,B,72.13
762,410-67-1709,1/20/2019,17:48,8,536.592,Ewallet,Member,Fashion accessories,A,63.88
763,587-73-4862,3/26/2019,11:07,5,56.1225,Ewallet,Member,Health and beauty,A,10.69
764,787-87-2010,1/20/2019,15:48,4,233.1,Credit card,Member,Health and beauty,A,55.5
765,593-14-4239,3/5/2019,19:40,8,801.864,Ewallet,Normal,Home and lifestyle,B,95.46
766,801-88-0346,1/5/2019,20:30,3,239.589,Credit card,Normal,Fashion accessories,C,76.06
767,388-76-2555,2/13/2019,13:59,6,86.247,Cash,Normal,Sports and travel,B,13.69
768,711-31-1234,3/16/2019,18:51,4,401.688,Cash,Normal,Electronic accessories,B,95.64
769,886-54-6089,1/15/2019,17:24,6,72.009,Cash,Normal,Home and lifestyle,A,11.43
770,707-32-7409,2/26/2019,11:58,4,401.268,Ewallet,Member,Sports and travel,B,95.54
771,759-98-4285,2/27/2019,19:01,7,631.1445,Credit card,Member,Health and beauty,C,85.87
772,201-63-8275,2/17/2019,16:50,7,499.7265,Ewallet,Member,Sports and travel,C,67.99
773,471-06-8611,2/6/2019,10:22,1,55.041,Credit card,Normal,Food and beverages,C,52.42
774,200-16-5952,1/17/2019,16:46,2,137.865,Cash,Member,Food and beverages,C,65.65
775,120-54-2248,1/22/2019,18:08,5,151.515,Credit card,Normal,Food and beverages,B,28.86
776,102-77-2261,3/5/2019,18:02,7,480.0285,Credit card,Member,Health and beauty,C,65.31
777,875-31-8302,1/3/2019,13:07,1,98.049,Cash,Normal,Sports and travel,B,93.38
778,102-06-2002,3/20/2019,17:52,5,132.5625,Cash,Member,Sports and travel,C,25.25
779,457-94-0464,1/31/2019,20:32,9,830.3715,Ewallet,Member,Electronic accessories,B,87.87
780,629-42-4133,2/19/2019,19:24,8,183.12,Cash,Normal,Health and beauty,C,21.8
781,534-53-3526,2/11/2019,16:06,4,397.992,Ewallet,Normal,Sports and travel,A,94.76
782,307-04-2070,2/5/2019,14:14,1,32.151,Credit card,Member,Fashion accessories,A,30.62
783,468-99-7231,3/3/2019,17:36,8,369.684,Cash,Normal,Home and lifestyle,C,44.01
784,516-77-6464,2/24/2019,13:08,5,53.34,Ewallet,Member,Health and beauty,C,10.16
785,404-91-5964,2/4/2019,16:09,7,548.163,Credit card,Normal,Electronic accessories,A,74.58
786,886-77-9084,2/19/2019,11:33,8,603.876,Ewallet,Normal,Electronic accessories,C,71.89
787,790-38-4466,1/23/2019,10:18,5,57.6975,Credit card,Normal,Health and beauty,C,10.99
788,704-10-4056,1/14/2019,10:55,3,190.4805,Credit card,Member,Health and beauty,C,60.47
789,497-37-6538,1/17/2019,15:15,7,432.9885,Ewallet,Normal,Sports and travel,A,58.91
790,651-96-5970,3/3/2019,20:06,1,48.7305,Credit card,Normal,Fashion accessories,A,46.41
791,400-80-4065,2/15/2019,20:21,4,287.91,Credit card,Member,Health and beauty,C,68.55
792,744-16-7898,1/15/2019,13:48,10,1022.385,Credit card,Normal,Home and lifestyle,B,97.37
793,263-12-5321,2/27/2019,12:52,7,680.61,Credit card,Member,Electronic accessories,A,92.6
794,702-72-0487,2/26/2019,12:28,2,97.881,Credit card,Normal,Electronic accessories,A,46.61
795,605-83-1050,3/15/2019,16:26,2,57.078,Ewallet,Normal,Fashion accessories,B,27.18
796,443-60-9639,1/24/2019,13:24,1,63.9135,Cash,Member,Home and lifestyle,C,60.87
797,864-24-7918,2/22/2019,15:15,10,257.145,Cash,Member,Sports and travel,A,24.49
798,359-94-5395,3/15/2019,10:50,1,97.419,Credit card,Normal,Health and beauty,B,92.78
799,401-09-4232,2/11/2019,18:38,5,455.1225,Ewallet,Member,Home and lifestyle,C,86.69
800,751-15-6198,1/12/2019,16:45,6,144.963,Ewallet,Normal,Sports and travel,B,23.01
801,324-41-6833,3/3/2019,19:30,8,253.68,Ewallet,Member,Electronic accessories,C,30.2
802,474-33-8305,3/23/2019,13:23,7,495.3165,Ewallet,Member,Fashion accessories,C,67.39
803,759-29-9521,3/4/2019,11:27,9,462.672,Cash,Member,Fashion accessories,A,48.96
804,831-81-6575,2/23/2019,11:12,9,714.3255,Cash,Member,Electronic accessories,B,75.59
805,220-68-6701,3/17/2019,16:36,4,325.374,Cash,Normal,Home and lifestyle,A,77.47
806,618-34-8551,1/16/2019,18:41,2,195.678,Credit card,Normal,Sports and travel,A,93.18
807,257-60-7754,1/8/2019,17:12,4,210.966,Cash,Normal,Electronic accessories,A,50.23
808,559-61-5987,1/14/2019,10:38,1,18.6375,Cash,Normal,Health and beauty,B,17.75
809,189-55-2313,1/31/2019,10:33,10,652.89,Ewallet,Normal,Fashion accessories,C,62.18
810,565-91-4567,3/15/2019,14:38,8,90.3,Ewallet,Normal,Health and beauty,B,10.75
811,380-60-5336,2/24/2019,18:06,10,422.73,Credit card,Normal,Electronic accessories,A,40.26
812,815-04-6282,2/8/2019,12:52,5,341.0925,Credit card,Member,Sports and travel,C,64.97
813,674-56-6360,3/22/2019,14:00,1,99.9075,Cash,Normal,Electronic accessories,A,95.15
814,778-34-2523,1/24/2019,10:57,8,408.408,Cash,Member,Electronic accessories,A,48.62
815,499-27-7781,3/14/2019,16:45,8,446.964,Ewallet,Normal,Food and beverages,B,53.21
816,477-59-2456,1/23/2019,11:15,7,333.984,Cash,Normal,Fashion accessories,C,45.44
817,832-51-6761,1/19/2019,20:29,8,284.592,Ewallet,Normal,Food and beverages,A,33.88
818,869-11-3082,1/27/2019,20:03,4,403.872,Credit card,Member,Health and beauty,B,96.16
819,190-59-3964,2/3/2019,14:35,5,247.59,Credit card,Member,Food and beverages,B,47.16
820,366-43-6862,3/25/2019,16:32,4,222.138,Ewallet,Normal,Electronic accessories,B,52.89
821,186-43-8965,2/24/2019,10:10,2,100.128,Credit card,Member,Home and lifestyle,A,47.68
822,784-21-9238,2/7/2019,14:15,1,10.6785,Cash,Member,Sports and travel,C,10.17
823,276-75-6884,3/4/2019,10:05,3,216.4365,Cash,Normal,Health and beauty,A,68.71
824,109-86-4363,2/14/2019,11:36,7,441.588,Credit card,Member,Sports and travel,B,60.08
825,569-76-2760,1/29/2019,18:15,4,92.442,Credit card,Member,Sports and travel,A,22.01
826,222-42-0244,1/28/2019,13:53,9,681.4395,Credit card,Member,Health and beauty,B,72.11
827,760-53-9233,3/26/2019,18:37,3,130.032,Credit card,Member,Fashion accessories,A,41.28
828,538-22-0304,3/24/2019,18:27,10,681.975,Cash,Normal,Electronic accessories,C,64.95
829,416-17-9926,1/1/2019,14:42,10,779.31,Credit card,Member,Electronic accessories,A,74.22
830,237-44-6163,1/24/2019,17:43,8,88.704,Cash,Normal,Electronic accessories,A,10.56
831,636-17-0325,2/25/2019,18:37,4,262.794,Cash,Normal,Health and beauty,B,62.57
832,343-75-9322,1/9/2019,16:34,8,99.54,Cash,Member,Sports and travel,B,11.85
833,528-14-9470,2/14/2019,14:42,1,95.865,Ewallet,Member,Health and beauty,A,91.3
834,427-45-9297,3/12/2019,11:01,7,299.3655,Ewallet,Member,Home and lifestyle,B,40.73
835,807-34-3742,3/26/2019,19:44,1,54.999,Cash,Normal,Fashion accessories,A,52.38
836,288-62-1085,1/9/2019,13:34,5,202.335,Ewallet,Member,Fashion accessories,A,38.54
837,670-71-7306,1/2/2019,20:08,6,281.169,Credit card,Normal,Sports and travel,B,44.63
838,660-29-7083,1/15/2019,15:01,10,586.635,Cash,Normal,Electronic accessories,C,55.87
839,271-77-8740,1/1/2019,11:40,6,184.086,Ewallet,Member,Sports and travel,C,29.22
840,497-36-0989,2/15/2019,15:21,3,163.611,Cash,Normal,Fashion accessories,A,51.94
841,291-59-1384,2/28/2019,17:38,1,63.315,Cash,Normal,Electronic accessories,B,60.3
842,860-73-6466,3/2/2019,16:16,2,82.887,Credit card,Member,Sports and travel,A,39.47
843,549-23-9016,2/13/2019,18:15,2,31.227,Credit card,Member,Food and beverages,C,14.87
844,896-34-0956,1/26/2019,12:43,1,22.386,Cash,Normal,Fashion accessories,A,21.32
845,804-38-3935,1/30/2019,11:32,3,295.407,Credit card,Member,Electronic accessories,A,93.78
846,585-90-0249,1/27/2019,18:08,1,76.923,Ewallet,Member,Electronic accessories,A,73.26
847,862-29-5914,1/30/2019,17:08,1,23.499,Credit card,Normal,Sports and travel,C,22.38
848,845-94-6841,1/8/2019,19:38,9,688.716,Cash,Member,Food and beverages,C,72.88
849,125-45-2293,1/19/2019,13:11,6,624.33,Cash,Normal,Fashion accessories,A,99.1
850,843-73-4724,1/25/2019,11:05,1,77.805,Cash,Normal,Fashion accessories,A,74.1
851,409-33-9708,2/19/2019,10:12,2,206.808,Ewallet,Normal,Fashion accessories,A,98.48
852,658-66-3967,1/14/2019,15:42,7,390.9465,Ewallet,Normal,Health and beauty,C,53.19
853,866-70-2814,2/25/2019,11:58,10,554.295,Ewallet,Normal,Electronic accessories,B,52.79
854,160-22-2687,1/23/2019,14:21,5,503.7375,Ewallet,Member,Health and beauty,A,95.95
855,895-03-6665,2/16/2019,10:52,9,345.0195,Cash,Normal,Fashion accessories,B,36.51
856,770-42-8960,1/1/2019,19:31,8,177.408,Cash,Normal,Food and beverages,B,21.12
857,748-45-2862,3/7/2019,18:35,4,118.902,Cash,Member,Home and lifestyle,A,28.31
858,234-36-2483,2/15/2019,13:51,6,362.817,Cash,Normal,Health and beauty,B,57.59
859,316-66-3011,1/23/2019,12:35,9,450.1035,Cash,Member,Food and beverages,A,47.63
860,848-95-6252,2/20/2019,13:24,1,90.5835,Ewallet,Member,Home and lifestyle,C,86.27
861,840-76-5966,1/8/2019,18:06,2,26.796,Ewallet,Member,Sports and travel,A,12.76
862,152-03-4217,3/17/2019,11:55,9,106.596,Credit card,Normal,Home and lifestyle,B,11.28
